tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
3241,4/30/2016 17:16:12,4/30/2016 18:10:13,477,W 41 St & 8 Ave,40.75640548,-73.9900262,3168,Central Park West & W 85 St,40.78472675,-73.96961715,19715,Subscriber,1963.0,2
1900,4/30/2016 17:16:13,4/30/2016 17:47:54,195,Liberty St & Broadway,40.70905623,-74.01043382,387,Centre St & Chambers St,40.71273266,-74.0046073,15439,Customer,,0
478,4/30/2016 17:16:13,4/30/2016 17:24:11,3137,5 Ave & E 73 St,40.77282817,-73.96685276,499,Broadway & W 60 St,40.76915505,-73.98191841,19904,Customer,,0
1523,4/30/2016 17:16:17,4/30/2016 17:41:40,195,Liberty St & Broadway,40.70905623,-74.01043382,387,Centre St & Chambers St,40.71273266,-74.0046073,18465,Customer,,0
2479,4/30/2016 17:16:18,4/30/2016 17:57:38,195,Liberty St & Broadway,40.70905623,-74.01043382,331,Pike St & Monroe St,40.71173107,-73.99193043,18299,Customer,,0
1771,4/30/2016 17:16:19,4/30/2016 17:45:50,352,W 56 St & 6 Ave,40.76340613,-73.97722479,128,MacDougal St & Prince St,40.72710258,-74.00297088,15518,Customer,,0
363,4/30/2016 17:16:19,4/30/2016 17:22:22,265,Stanton St & Chrystie St,40.72229346,-73.99147535,349,Rivington St & Ridge St,40.71850211,-73.98329859,17026,Subscriber,1965.0,2
2219,4/30/2016 17:16:19,4/30/2016 17:53:19,529,W 42 St & 8 Ave,40.7575699,-73.99098507,361,Allen St & Hester St,40.71605866,-73.99190759,24840,Subscriber,1981.0,1
285,4/30/2016 17:16:22,4/30/2016 17:21:07,251,Mott St & Prince St,40.72317958,-73.99480012,263,Elizabeth St & Hester St,40.71729,-73.996375,21949,Subscriber,1992.0,1
1338,4/30/2016 17:16:23,4/30/2016 17:38:41,311,Norfolk St & Broome St,40.7172274,-73.98802084,545,E 23 St & 1 Ave,40.736502,-73.97809472,20862,Customer,,0
96,4/30/2016 17:16:23,4/30/2016 17:17:59,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,3109,Banker St & Meserole Ave,40.72606,-73.95621,24110,Subscriber,1981.0,1
500,4/30/2016 17:16:24,4/30/2016 17:24:45,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,3224,W 13 St & Hudson St,40.73997354103409,-74.00513872504234,22435,Subscriber,1984.0,1
1299,4/30/2016 17:16:27,4/30/2016 17:38:06,383,Greenwich Ave & Charles St,40.735238,-74.000271,529,W 42 St & 8 Ave,40.7575699,-73.99098507,15996,Subscriber,1961.0,1
1692,4/30/2016 17:16:26,4/30/2016 17:44:38,3137,5 Ave & E 73 St,40.77282817,-73.96685276,3143,5 Ave & E 78 St,40.77682863439968,-73.96388769149779,16937,Customer,,0
541,4/30/2016 17:16:28,4/30/2016 17:25:29,482,W 15 St & 7 Ave,40.73935542,-73.99931783,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,21357,Subscriber,1977.0,1
353,4/30/2016 17:16:29,4/30/2016 17:22:23,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,18380,Subscriber,1987.0,1
568,4/30/2016 17:16:30,4/30/2016 17:25:58,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,3222,Hanson Pl & St Felix St,40.685159599891776,-73.97711366415024,21201,Subscriber,1991.0,2
921,4/30/2016 17:16:29,4/30/2016 17:31:51,368,Carmine St & 6 Ave,40.73038599,-74.00214988,363,West Thames St,40.70834698,-74.01713445,24927,Subscriber,1984.0,1
263,4/30/2016 17:16:32,4/30/2016 17:20:55,328,Watts St & Greenwich St,40.72405549,-74.00965965,426,West St & Chambers St,40.71754834,-74.01322069,14870,Subscriber,1972.0,1
2171,4/30/2016 17:16:34,4/30/2016 17:52:45,457,Broadway & W 58 St,40.76695317,-73.98169333,457,Broadway & W 58 St,40.76695317,-73.98169333,23375,Subscriber,1982.0,1
526,4/30/2016 17:16:34,4/30/2016 17:25:21,426,West St & Chambers St,40.71754834,-74.01322069,247,Perry St & Bleecker St,40.73535398,-74.00483091,22649,Subscriber,1990.0,1
690,4/30/2016 17:16:35,4/30/2016 17:28:05,305,E 58 St & 3 Ave,40.76095756,-73.96724467,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,17904,Subscriber,1964.0,1
1205,4/30/2016 17:16:36,4/30/2016 17:36:41,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,18722,Subscriber,1990.0,1
1686,4/30/2016 17:16:37,4/30/2016 17:44:44,340,Madison St & Clinton St,40.71269042,-73.98776323,533,Broadway & W 39 St,40.75299641,-73.98721619,16808,Subscriber,1987.0,1
349,4/30/2016 17:16:38,4/30/2016 17:22:27,232,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,391,Clark St & Henry St,40.69760127,-73.99344559,23899,Subscriber,1990.0,1
413,4/30/2016 17:16:38,4/30/2016 17:23:31,3112,Milton St & Franklin St,40.72906,-73.95779,3099,Leonard St & Manhattan Ave,40.72152240339303,-73.94898265600203,20339,Subscriber,1986.0,1
868,4/30/2016 17:16:39,4/30/2016 17:31:07,358,Christopher St & Greenwich St,40.73291553,-74.00711384,426,West St & Chambers St,40.71754834,-74.01322069,15796,Customer,,0
973,4/30/2016 17:16:42,4/30/2016 17:32:55,405,Washington St & Gansevoort St,40.739323,-74.008119,2008,Little West St & 1 Pl,40.70569254,-74.01677685,20992,Customer,,0
1013,4/30/2016 17:16:40,4/30/2016 17:33:33,368,Carmine St & 6 Ave,40.73038599,-74.00214988,504,1 Ave & E 15 St,40.73221853,-73.98165557,16410,Subscriber,1988.0,2
399,4/30/2016 17:16:41,4/30/2016 17:23:21,253,W 13 St & 5 Ave,40.73543934,-73.99453948,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,17622,Subscriber,1989.0,1
305,4/30/2016 17:16:42,4/30/2016 17:21:47,520,W 52 St & 5 Ave,40.75992262,-73.97648516,441,E 52 St & 2 Ave,40.756014,-73.967416,15418,Subscriber,1986.0,1
1472,4/30/2016 17:16:43,4/30/2016 17:41:15,3145,E 84 St & Park Ave,40.77862688,-73.95772073,3121,Jackson Ave & 46 Rd,40.74524768,-73.94733276,23174,Subscriber,1981.0,2
2073,4/30/2016 17:16:44,4/30/2016 17:51:17,3178,Riverside Dr & W 78 St,40.78414472,-73.98362492,249,Harrison St & Hudson St,40.71870987,-74.0090009,14639,Subscriber,1985.0,1
256,4/30/2016 17:16:44,4/30/2016 17:21:01,515,W 43 St & 10 Ave,40.76009437,-73.99461843,477,W 41 St & 8 Ave,40.75640548,-73.9900262,21971,Subscriber,1993.0,1
683,4/30/2016 17:16:45,4/30/2016 17:28:08,303,Mercer St & Spring St,40.72362738,-73.99949601,410,Suffolk St & Stanton St,40.72066442,-73.98517977,14917,Subscriber,1952.0,1
884,4/30/2016 17:16:47,4/30/2016 17:31:32,358,Christopher St & Greenwich St,40.73291553,-74.00711384,426,West St & Chambers St,40.71754834,-74.01322069,20748,Customer,,0
1735,4/30/2016 17:16:48,4/30/2016 17:45:44,487,E 20 St & FDR Drive,40.73314259,-73.97573881,3140,1 Ave & E 78 St,40.77140426,-73.9535166,15278,Subscriber,1986.0,2
314,4/30/2016 17:16:48,4/30/2016 17:22:03,301,E 2 St & Avenue B,40.72217444,-73.98368779,335,Washington Pl & Broadway,40.72903917,-73.99404649,23602,Subscriber,1986.0,1
1016778,4/30/2016 17:16:48,5/12/2016 11:43:06,382,University Pl & E 14 St,40.73492695,-73.99200509,358,Christopher St & Greenwich St,40.73291553,-74.00711384,20364,Subscriber,1968.0,1
345,4/30/2016 17:16:53,4/30/2016 17:22:38,417,Barclay St & Church St,40.71291224,-74.01020234,360,William St & Pine St,40.70717936,-74.00887308,21421,Subscriber,1985.0,1
492,4/30/2016 17:16:54,4/30/2016 17:25:07,496,E 16 St & 5 Ave,40.73726186,-73.99238967,505,6 Ave & W 33 St,40.74901271,-73.98848395,23699,Subscriber,1963.0,2
1036,4/30/2016 17:16:56,4/30/2016 17:34:13,3231,E 67 St & Park Ave,40.76780080148132,-73.96592080593109,501,FDR Drive & E 35 St,40.744219,-73.97121214,22244,Subscriber,1989.0,1
711,4/30/2016 17:16:56,4/30/2016 17:28:48,388,W 26 St & 10 Ave,40.749717753,-74.002950346,173,Broadway & W 49 St,40.76068327096592,-73.9845272898674,17206,Subscriber,1958.0,1
490,4/30/2016 17:16:59,4/30/2016 17:25:10,410,Suffolk St & Stanton St,40.72066442,-73.98517977,475,E 16 St & Irving Pl,40.73524276,-73.98758561,22177,Subscriber,1991.0,1
1235,4/30/2016 17:17:00,4/30/2016 17:37:35,499,Broadway & W 60 St,40.76915505,-73.98191841,3143,5 Ave & E 78 St,40.77682863439968,-73.96388769149779,22112,Subscriber,1968.0,1
271,4/30/2016 17:17:01,4/30/2016 17:21:33,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,435,W 21 St & 6 Ave,40.74173969,-73.99415556,21215,Subscriber,1980.0,1
1603,4/30/2016 17:16:55,4/30/2016 17:43:39,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,499,Broadway & W 60 St,40.76915505,-73.98191841,18842,Customer,,0
351,4/30/2016 17:17:01,4/30/2016 17:22:53,412,Forsyth St & Canal St,40.7158155,-73.99422366,291,Madison St & Montgomery St,40.713126,-73.984844,16435,Subscriber,1954.0,1
1871,4/30/2016 17:17:04,4/30/2016 17:48:15,485,W 37 St & 5 Ave,40.75038009,-73.98338988,3145,E 84 St & Park Ave,40.77862688,-73.95772073,22160,Subscriber,1970.0,1
247,4/30/2016 17:17:10,4/30/2016 17:21:17,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,18543,Subscriber,1954.0,1
1097,4/30/2016 17:17:16,4/30/2016 17:35:34,128,MacDougal St & Prince St,40.72710258,-74.00297088,330,Reade St & Broadway,40.71450451,-74.00562789,17496,Customer,,0
1106,4/30/2016 17:17:13,4/30/2016 17:35:39,128,MacDougal St & Prince St,40.72710258,-74.00297088,330,Reade St & Broadway,40.71450451,-74.00562789,21053,Customer,,0
1318,4/30/2016 17:17:14,4/30/2016 17:39:13,501,FDR Drive & E 35 St,40.744219,-73.97121214,280,E 10 St & 5 Ave,40.73331967,-73.99510132,18190,Customer,,0
122,4/30/2016 17:17:16,4/30/2016 17:19:18,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,21325,Customer,,0
1261,4/30/2016 17:17:17,4/30/2016 17:38:18,247,Perry St & Bleecker St,40.73535398,-74.00483091,546,E 30 St & Park Ave S,40.74444921,-73.98303529,14708,Subscriber,1983.0,2
512,4/30/2016 17:17:17,4/30/2016 17:25:49,265,Stanton St & Chrystie St,40.72229346,-73.99147535,408,Market St & Cherry St,40.71076228,-73.99400398,19244,Subscriber,1982.0,2
1545,4/30/2016 17:17:19,4/30/2016 17:43:05,410,Suffolk St & Stanton St,40.72066442,-73.98517977,479,9 Ave & W 45 St,40.76019252,-73.9912551,18370,Customer,,0
328,4/30/2016 17:17:20,4/30/2016 17:22:49,358,Christopher St & Greenwich St,40.73291553,-74.00711384,116,W 17 St & 8 Ave,40.74177603,-74.00149746,21128,Subscriber,1977.0,2
1604,4/30/2016 17:17:20,4/30/2016 17:44:05,3167,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,444,Broadway & W 24 St,40.7423543,-73.98915076,23412,Customer,,0
1155,4/30/2016 17:17:20,4/30/2016 17:36:36,3160,Central Park West & W 76 St,40.77896784,-73.97374737,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,15925,Customer,,0
2128,4/30/2016 17:17:22,4/30/2016 17:52:50,315,South St & Gouverneur Ln,40.70355377,-74.00670227,501,FDR Drive & E 35 St,40.744219,-73.97121214,18576,Subscriber,1991.0,1
222,4/30/2016 17:17:22,4/30/2016 17:21:04,476,E 31 St & 3 Ave,40.74394314,-73.97966069,167,E 39 St & 3 Ave,40.7489006,-73.97604882,24210,Subscriber,1978.0,1
1129,4/30/2016 17:17:22,4/30/2016 17:36:12,3160,Central Park West & W 76 St,40.77896784,-73.97374737,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,18173,Customer,,0
1039,4/30/2016 17:17:23,4/30/2016 17:34:43,315,South St & Gouverneur Ln,40.70355377,-74.00670227,237,E 11 St & 2 Ave,40.73047309,-73.98672378,16315,Subscriber,1989.0,1
347,4/30/2016 17:17:24,4/30/2016 17:23:12,499,Broadway & W 60 St,40.76915505,-73.98191841,513,W 56 St & 10 Ave,40.768254,-73.988639,23161,Subscriber,1991.0,1
1633,4/30/2016 17:17:23,4/30/2016 17:44:37,494,W 26 St & 8 Ave,40.74734825,-73.99723551,3173,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,17960,Customer,,0
93,4/30/2016 17:17:27,4/30/2016 17:19:00,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,21956,Customer,,0
1112,4/30/2016 17:17:28,4/30/2016 17:36:01,514,12 Ave & W 40 St,40.76087502,-74.00277668,497,E 17 St & Broadway,40.73704984,-73.99009296,18197,Customer,,0
662,4/30/2016 17:17:29,4/30/2016 17:28:32,484,W 44 St & 5 Ave,40.75500254,-73.98014437,423,W 54 St & 9 Ave,40.76584941,-73.98690506,23548,Subscriber,1986.0,1
428,4/30/2016 17:17:29,4/30/2016 17:24:37,478,11 Ave & W 41 St,40.76030096,-73.99884222,459,W 20 St & 11 Ave,40.746745,-74.007756,14816,Subscriber,1970.0,1
657,4/30/2016 17:17:29,4/30/2016 17:28:26,478,11 Ave & W 41 St,40.76030096,-73.99884222,446,W 24 St & 7 Ave,40.74487634,-73.99529885,21255,Subscriber,1974.0,1
303,4/30/2016 17:17:31,4/30/2016 17:22:35,361,Allen St & Hester St,40.71605866,-73.99190759,2009,Catherine St & Monroe St,40.71117444,-73.99682619,15801,Subscriber,1984.0,2
1172,4/30/2016 17:17:30,4/30/2016 17:37:02,393,E 5 St & Avenue C,40.72299208,-73.97995466,532,S 5 Pl & S 4 St,40.710451,-73.960876,24086,Customer,,0
1160,4/30/2016 17:17:31,4/30/2016 17:36:51,393,E 5 St & Avenue C,40.72299208,-73.97995466,532,S 5 Pl & S 4 St,40.710451,-73.960876,16611,Customer,,0
2819,4/30/2016 17:17:33,4/30/2016 18:04:33,523,W 38 St & 8 Ave,40.75466591,-73.99138152,488,W 39 St & 9 Ave,40.75645824,-73.99372222,18819,Customer,,0
987,4/30/2016 17:17:35,4/30/2016 17:34:03,2010,Grand St & Greene St,40.72165481,-74.00234737,405,Washington St & Gansevoort St,40.739323,-74.008119,19655,Subscriber,1992.0,1
510,4/30/2016 17:17:36,4/30/2016 17:26:07,329,Greenwich St & N Moore St,40.72043411,-74.01020609,348,W Broadway & Spring St,40.72490985,-74.00154702,15541,Subscriber,1979.0,1
599,4/30/2016 17:17:38,4/30/2016 17:27:38,223,W 13 St & 7 Ave,40.73781509,-73.99994661,326,E 11 St & 1 Ave,40.72953837,-73.98426726,23047,Subscriber,1984.0,1
1140,4/30/2016 17:17:38,4/30/2016 17:36:39,479,9 Ave & W 45 St,40.76019252,-73.9912551,348,W Broadway & Spring St,40.72490985,-74.00154702,15451,Customer,,0
1093,4/30/2016 17:17:40,4/30/2016 17:35:54,514,12 Ave & W 40 St,40.76087502,-74.00277668,497,E 17 St & Broadway,40.73704984,-73.99009296,19310,Subscriber,1987.0,2
432,4/30/2016 17:17:39,4/30/2016 17:24:52,248,Laight St & Hudson St,40.72185379,-74.00771779,147,Greenwich St & Warren St,40.71542197,-74.01121978,16106,Subscriber,1968.0,2
1038,4/30/2016 17:17:41,4/30/2016 17:34:59,3113,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,3070,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,21019,Subscriber,1983.0,1
1558,4/30/2016 17:17:43,4/30/2016 17:43:42,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,499,Broadway & W 60 St,40.76915505,-73.98191841,18182,Customer,,0
1188,4/30/2016 17:17:46,4/30/2016 17:37:34,247,Perry St & Bleecker St,40.73535398,-74.00483091,546,E 30 St & Park Ave S,40.74444921,-73.98303529,20064,Subscriber,1987.0,1
1297,4/30/2016 17:17:46,4/30/2016 17:39:24,116,W 17 St & 8 Ave,40.74177603,-74.00149746,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,22075,Subscriber,1983.0,1
440,4/30/2016 17:17:47,4/30/2016 17:25:08,317,E 6 St & Avenue B,40.72453734,-73.98185424,342,Columbia St & Rivington St,40.71739973,-73.98016555,19768,Subscriber,1976.0,2
402,4/30/2016 17:17:47,4/30/2016 17:24:29,377,6 Ave & Canal St,40.72243797,-74.00566443,358,Christopher St & Greenwich St,40.73291553,-74.00711384,19355,Subscriber,1986.0,1
33441,4/30/2016 17:17:51,5/1/2016 02:35:12,523,W 38 St & 8 Ave,40.75466591,-73.99138152,137,E 56 St & Madison Ave,40.761628,-73.972924,16533,Customer,,0
2100,4/30/2016 17:17:47,4/30/2016 17:52:47,3166,Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449,254,W 11 St & 6 Ave,40.73532427,-73.99800419,23218,Subscriber,1959.0,2
683,4/30/2016 17:17:47,4/30/2016 17:29:11,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,526,E 33 St & 5 Ave,40.74765947,-73.98490707,24803,Subscriber,1988.0,1
271,4/30/2016 17:17:49,4/30/2016 17:22:20,232,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,391,Clark St & Henry St,40.69760127,-73.99344559,14572,Subscriber,1991.0,1
617,4/30/2016 17:17:50,4/30/2016 17:28:08,444,Broadway & W 24 St,40.7423543,-73.98915076,501,FDR Drive & E 35 St,40.744219,-73.97121214,15006,Subscriber,1985.0,1
202,4/30/2016 17:17:49,4/30/2016 17:21:12,406,Hicks St & Montague St,40.69512845,-73.99595065,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,14778,Subscriber,1956.0,1
559,4/30/2016 17:17:51,4/30/2016 17:27:10,250,Lafayette St & Jersey St,40.72456089,-73.99565293,306,Cliff St & Fulton St,40.70823502,-74.00530063,14996,Subscriber,1991.0,1
1194,4/30/2016 17:17:54,4/30/2016 17:37:49,355,Bayard St & Baxter St,40.71602118,-73.99974372,128,MacDougal St & Prince St,40.72710258,-74.00297088,16969,Customer,,0
1201,4/30/2016 17:17:55,4/30/2016 17:37:57,355,Bayard St & Baxter St,40.71602118,-73.99974372,128,MacDougal St & Prince St,40.72710258,-74.00297088,15616,Customer,,0
1113,4/30/2016 17:17:57,4/30/2016 17:36:31,488,W 39 St & 9 Ave,40.75645824,-73.99372222,545,E 23 St & 1 Ave,40.736502,-73.97809472,16529,Subscriber,1987.0,2
801,4/30/2016 17:17:57,4/30/2016 17:31:19,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,388,W 26 St & 10 Ave,40.749717753,-74.002950346,24177,Subscriber,1980.0,1
1178,4/30/2016 17:17:57,4/30/2016 17:37:36,435,W 21 St & 6 Ave,40.74173969,-73.99415556,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,17445,Subscriber,1970.0,1
2195,4/30/2016 17:17:58,4/30/2016 17:54:34,499,Broadway & W 60 St,40.76915505,-73.98191841,295,Pike St & E Broadway,40.71406667,-73.99293911,18323,Subscriber,1974.0,1
2061,4/30/2016 17:18:00,4/30/2016 17:52:22,217,Old Fulton St,40.70277159,-73.99383605,387,Centre St & Chambers St,40.71273266,-74.0046073,24877,Customer,,0
158,4/30/2016 17:18:00,4/30/2016 17:20:38,3140,1 Ave & E 78 St,40.77140426,-73.9535166,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,23748,Subscriber,1970.0,2
643,4/30/2016 17:18:01,4/30/2016 17:28:44,435,W 21 St & 6 Ave,40.74173969,-73.99415556,439,E 4 St & 2 Ave,40.7262807,-73.98978041,17841,Subscriber,1991.0,1
2132,4/30/2016 17:18:01,4/30/2016 17:53:34,388,W 26 St & 10 Ave,40.749717753,-74.002950346,3137,5 Ave & E 73 St,40.77282817,-73.96685276,15504,Customer,,0
1606,4/30/2016 17:18:02,4/30/2016 17:44:48,363,West Thames St,40.70834698,-74.01713445,458,11 Ave & W 27 St,40.751396,-74.005226,17959,Customer,,0
1617,4/30/2016 17:18:02,4/30/2016 17:45:00,363,West Thames St,40.70834698,-74.01713445,458,11 Ave & W 27 St,40.751396,-74.005226,14536,Customer,,0
1587,4/30/2016 17:18:02,4/30/2016 17:44:30,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,358,Christopher St & Greenwich St,40.73291553,-74.00711384,19548,Customer,,0
1995,4/30/2016 17:18:07,4/30/2016 17:51:22,225,W 14 St & The High Line,40.74195138,-74.00803013,3177,W 84 St & Broadway,40.7867947,-73.977112,20734,Subscriber,1988.0,2
966,4/30/2016 17:18:07,4/30/2016 17:34:13,3223,E 55 St & 3 Ave,40.75899655960512,-73.96865397691727,490,8 Ave & W 33 St,40.751551,-73.993934,14719,Subscriber,1965.0,1
1622,4/30/2016 17:18:08,4/30/2016 17:45:11,503,E 20 St & Park Ave,40.73827428,-73.98751968,455,1 Ave & E 44 St,40.75001986,-73.96905301,16774,Customer,,0
871,4/30/2016 17:18:10,4/30/2016 17:32:41,225,W 14 St & The High Line,40.74195138,-74.00803013,514,12 Ave & W 40 St,40.76087502,-74.00277668,19530,Customer,,0
1571,4/30/2016 17:18:10,4/30/2016 17:44:21,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,358,Christopher St & Greenwich St,40.73291553,-74.00711384,17716,Customer,,0
516,4/30/2016 17:18:11,4/30/2016 17:26:47,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,23599,Subscriber,1977.0,2
2025,4/30/2016 17:18:13,4/30/2016 17:51:59,217,Old Fulton St,40.70277159,-73.99383605,387,Centre St & Chambers St,40.71273266,-74.0046073,21141,Customer,,0
1093,4/30/2016 17:18:13,4/30/2016 17:36:27,3160,Central Park West & W 76 St,40.77896784,-73.97374737,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,20292,Customer,,0
1153,4/30/2016 17:18:14,4/30/2016 17:37:28,520,W 52 St & 5 Ave,40.75992262,-73.97648516,497,E 17 St & Broadway,40.73704984,-73.99009296,15884,Subscriber,1970.0,2
1709,4/30/2016 17:18:15,4/30/2016 17:46:45,257,Lispenard St & Broadway,40.71939226,-74.00247214,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,24220,Subscriber,1976.0,1
81435,4/30/2016 17:18:15,5/1/2016 15:55:30,502,Henry St & Grand St,40.714215,-73.981346,3017,NYCBS Depot - FAR,40.751483,-73.996764,16051,Subscriber,1984.0,2
1606,4/30/2016 17:18:16,4/30/2016 17:45:02,494,W 26 St & 8 Ave,40.74734825,-73.99723551,3173,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,22964,Customer,,0
222,4/30/2016 17:18:17,4/30/2016 17:21:59,127,Barrow St & Hudson St,40.73172428,-74.00674436,368,Carmine St & 6 Ave,40.73038599,-74.00214988,22445,Subscriber,1958.0,1
231,4/30/2016 17:18:18,4/30/2016 17:22:09,3044,Albany Ave & Fulton St,40.6800105,-73.938475,437,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,15861,Subscriber,1970.0,2
962,4/30/2016 17:18:17,4/30/2016 17:34:20,3231,E 67 St & Park Ave,40.76780080148132,-73.96592080593109,501,FDR Drive & E 35 St,40.744219,-73.97121214,15153,Customer,,0
305,4/30/2016 17:18:18,4/30/2016 17:23:23,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,3112,Milton St & Franklin St,40.72906,-73.95779,20872,Subscriber,1976.0,1
1700,4/30/2016 17:18:20,4/30/2016 17:46:40,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,383,Greenwich Ave & Charles St,40.735238,-74.000271,22793,Subscriber,1885.0,0
229,4/30/2016 17:18:21,4/30/2016 17:22:10,173,Broadway & W 49 St,40.76068327096592,-73.9845272898674,449,W 52 St & 9 Ave,40.76461837,-73.98789473,14769,Subscriber,1974.0,2
1664,4/30/2016 17:18:21,4/30/2016 17:46:05,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,358,Christopher St & Greenwich St,40.73291553,-74.00711384,21281,Customer,,0
1731,4/30/2016 17:18:23,4/30/2016 17:47:14,128,MacDougal St & Prince St,40.72710258,-74.00297088,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,18625,Subscriber,1990.0,1
799,4/30/2016 17:18:25,4/30/2016 17:31:44,458,11 Ave & W 27 St,40.751396,-74.005226,494,W 26 St & 8 Ave,40.74734825,-73.99723551,20963,Subscriber,1992.0,2
358,4/30/2016 17:18:25,4/30/2016 17:24:23,168,W 18 St & 6 Ave,40.73971301,-73.99456405,486,Broadway & W 29 St,40.7462009,-73.98855723,22579,Subscriber,1978.0,1
871,4/30/2016 17:18:30,4/30/2016 17:33:01,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,291,Madison St & Montgomery St,40.713126,-73.984844,18494,Customer,,0
1050,4/30/2016 17:18:30,4/30/2016 17:36:00,297,E 15 St & 3 Ave,40.734232,-73.986923,332,Cherry St,40.71219906,-73.97948148,21061,Subscriber,1991.0,1
569,4/30/2016 17:18:31,4/30/2016 17:28:01,519,Pershing Square North,40.751873,-73.977706,3141,1 Ave & E 68 St,40.76500525,-73.95818491,18109,Subscriber,1992.0,1
1898,4/30/2016 17:18:32,4/30/2016 17:50:10,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,3166,Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449,18267,Customer,,0
950,4/30/2016 17:18:34,4/30/2016 17:34:25,3231,E 67 St & Park Ave,40.76780080148132,-73.96592080593109,501,FDR Drive & E 35 St,40.744219,-73.97121214,21489,Customer,,0
1887,4/30/2016 17:18:35,4/30/2016 17:50:02,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,3166,Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449,17428,Customer,,0
626,4/30/2016 17:18:35,4/30/2016 17:29:02,486,Broadway & W 29 St,40.7462009,-73.98855723,335,Washington Pl & Broadway,40.72903917,-73.99404649,20855,Subscriber,1979.0,1
338,4/30/2016 17:18:36,4/30/2016 17:24:15,382,University Pl & E 14 St,40.73492695,-73.99200509,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,18351,Subscriber,1979.0,1
254,4/30/2016 17:18:36,4/30/2016 17:22:51,116,W 17 St & 8 Ave,40.74177603,-74.00149746,509,9 Ave & W 22 St,40.7454973,-74.00197139,15684,Subscriber,1983.0,1
272,4/30/2016 17:18:37,4/30/2016 17:23:09,3080,S 4 St & Rodney St,40.70934,-73.95608,3079,Leonard St & Grand St,40.71103537,-73.94714303,18595,Subscriber,1989.0,1
993,4/30/2016 17:18:39,4/30/2016 17:35:12,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,515,W 43 St & 10 Ave,40.76009437,-73.99461843,21248,Subscriber,1980.0,1
1411,4/30/2016 17:18:40,4/30/2016 17:42:11,410,Suffolk St & Stanton St,40.72066442,-73.98517977,279,Peck Slip & Front St,40.707873,-74.00167,18689,Customer,,0
318,4/30/2016 17:18:41,4/30/2016 17:24:00,3114,India St & East River,40.73165141,-73.96161892,3109,Banker St & Meserole Ave,40.72606,-73.95621,18129,Subscriber,1981.0,1
